Phase,ID,Time_uS,Delta_uS,SCH_Deg_s_X,SCH_Deg_s_Y,SCH_Deg_s_Z,SCH_G_X,SCH_G_Y,SCH_G_Z,ADXL_G_X,ADXL_G_Y,ADXL_G_Z,BNO_G_X,BNO_G_Y,BNO_G_Z,BNO_Deg_s_X,BNO_Deg_s_Y,BNO_Deg_s_Z,BNO_Mag_X,BNO_Mag_Y,BNO_Mag_Z
1,S,3946310,4064,2.080,1.760,2.080,0.053,-0.239,-0.943,,,,,,,,,,,,
1,A,7499308,996,,,,,,,0.102,-0.238,-0.991,,,,,,,,,
1,B,3949020,3288,,,,,,,,,,,,,,,,66.438,-91.062,10.188
1,S,3949020,677,1.120,1.120,2.080,0.053,-0.239,-0.943,,,,,,,,,,,,
1,A,7503290,996,,,,,,,0.103,-0.237,-0.988,,,,,,,,,
1,B,3951729,4288,,,,,,,,,,,,,0.000,0.000,-0.112,,,
1,S,3951729,2709,1.120,1.120,2.080,0.052,-0.238,-0.943,,,,,,,,,,,,
1,A,7507272,995,,,,,,,0.103,-0.237,-0.988,,,,,,,,,
1,B,3956471,2288,,,,,,,,,,0.038,-0.200,-0.991,,,,,,
1,S,3956471,4742,1.120,0.480,2.400,0.052,-0.236,-0.942,,,,,,,,,,,,
1,A,7509264,996,,,,,,,0.102,-0.238,-0.990,,,,,,,,,
1,B,3958503,3293,,,,,,,,,,0.037,-0.198,-0.987,,,,,,
1,S,3958503,2032,1.440,0.160,2.400,0.053,-0.235,-0.941,,,,,,,,,,,,
1,A,7513246,995,,,,,,,0.102,-0.236,-0.989,,,,,,,,,
1,B,3961890,2288,,,,,,,,,,,,,,,,65.875,-90.188,11.125
1,S,3961890,3387,1.120,0.160,1.760,0.053,-0.234,-0.941,,,,,,,,,,,,
1,A,7515237,995,,,,,,,0.100,-0.234,-0.991,,,,,,,,,
1,B,3963922,3288,,,,,,,,,,,,,0.000,0.000,-0.112,,,
1,S,3963922,2032,1.120,0.480,1.760,0.052,-0.234,-0.941,,,,,,,,,,,,
1,A,7518224,995,,,,,,,0.101,-0.236,-0.990,,,,,,,,,
1,B,3967309,3288,,,,,,,,,,0.036,-0.197,-0.988,,,,,,
1,S,3967309,3387,0.800,1.120,2.080,0.052,-0.234,-0.943,,,,,,,,,,,,
1,A,7521211,996,,,,,,,0.100,-0.235,-0.992,,,,,,,,,
1,B,3970696,2288,,,,,,,,,,,,,,,,68.438,-90.625,9.000
1,S,3970696,3387,0.480,1.760,2.400,0.053,-0.233,-0.944,,,,,,,,,,,,
1,A,7524198,996,,,,,,,0.099,-0.234,-0.994,,,,,,,,,
1,B,3972728,4288,,,,,,,,,,,,,0.000,0.000,-0.112,,,
1,S,3972728,2032,0.160,1.760,2.080,0.054,-0.233,-0.944,,,,,,,,,,,,
1,A,7528180,995,,,,,,,0.097,-0.234,-0.995,,,,,,,,,
1,B,3977469,2293,,,,,,,,,,0.040,-0.195,-0.987,,,,,,
1,S,3977469,4741,-0.160,1.760,2.400,0.055,-0.234,-0.946,,,,,,,,,,,,
1,A,7530172,996,,,,,,,0.099,-0.233,-0.995,,,,,,,,,
1,B,3979501,2288,,,,,,,,,,,,,,,,66.875,-89.438,9.938
1,S,3979501,2032,0.480,1.440,2.720,0.055,-0.234,-0.947,,,,,,,,,,,,
1,A,7533158,995,,,,,,,0.098,-0.233,-0.994,,,,,,,,,
1,B,3982211,4288,,,,,,,,,,,,,0.000,0.112,-0.112,,,
1,S,3982211,2710,0.480,1.120,3.040,0.055,-0.234,-0.948,,,,,,,,,,,,
1,A,7537141,996,,,,,,,0.096,-0.232,-0.997,,,,,,,,,
1,B,3986275,2288,,,,,,,,,,0.037,-0.194,-0.993,,,,,,
1,S,3986275,4064,0.480,1.120,2.720,0.057,-0.233,-0.947,,,,,,,,,,,,
1,A,7539132,995,,,,,,,0.098,-0.234,-0.995,,,,,,,,,
1,B,3988307,3288,,,,,,,,,,0.042,-0.195,-0.993,,,,,,
1,S,3988307,2032,1.120,1.120,2.080,0.058,-0.232,-0.947,,,,,,,,,,,,
1,A,7543115,996,,,,,,,0.096,-0.233,-0.996,,,,,,,,,
1,B,3991694,2288,,,,,,,,,,,,,,,,66.875,-90.000,11.062
1,S,3991694,3387,1.120,0.800,1.760,0.059,-0.232,-0.947,,,,,,,,,,,,
1,A,7545106,996,,,,,,,0.098,-0.233,-0.993,,,,,,,,,
1,B,3994384,3293,,,,,,,,,,,,,-0.112,0.112,0.000,,,
1,S,3994384,2690,0.800,1.120,1.760,0.058,-0.231,-0.947,,,,,,,,,,,,
1,A,7548093,996,,,,,,,0.096,-0.235,-0.993,,,,,,,,,
1,B,3997113,3288,,,,,,,,,,,,,,,,67.000,-90.375,10.125
1,S,3997113,2729,0.800,1.440,1.440,0.058,-0.232,-0.946,,,,,,,,,,,,
1,A,7552075,995,,,,,,,0.096,-0.233,-0.992,,,,,,,,,
1,B,4000500,2288,,,,,,,,,,0.041,-0.193,-0.990,,,,,,
1,S,4000500,3387,1.120,1.440,1.440,0.059,-0.232,-0.946,,,,,,,,,,,,
1,A,7554067,996,,,,,,,0.097,-0.233,-0.990,,,,,,,,,
1,B,4003209,5288,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,4003209,2709,1.440,1.760,1.760,0.059,-0.232,-0.947,,,,,,,,,,,,
1,A,7559045,996,,,,,,,0.098,-0.233,-0.991,,,,,,,,,
1,B,4007951,2288,,,,,,,,,,,,,,,,67.125,-89.625,10.125
1,S,4007951,4742,0.800,1.760,2.400,0.057,-0.232,-0.945,,,,,,,,,,,,
1,A,7561036,996,,,,,,,0.098,-0.232,-0.990,,,,,,,,,
1,B,4010660,2288,,,,,,,,,,0.040,-0.192,-0.991,,,,,,
1,S,4010660,2709,0.480,1.760,2.400,0.057,-0.232,-0.943,,,,,,,,,,,,
1,A,7564023,996,,,,,,,0.098,-0.233,-0.990,,,,,,,,,
1,B,4012692,4293,,,,,,,,,,,,,0.000,0.000,0.112,,,
1,S,4012692,2032,0.480,1.760,2.080,0.057,-0.232,-0.942,,,,,,,,,,,,
1,A,7568005,995,,,,,,,0.096,-0.234,-0.992,,,,,,,,,
1,B,4017414,2288,,,,,,,,,,0.038,-0.196,-0.990,,,,,,
1,S,4017414,4722,0.800,1.120,1.760,0.057,-0.233,-0.942,,,,,,,,,,,,
1,A,7569997,996,,,,,,,0.096,-0.232,-0.991,,,,,,,,,
1,B,4019466,3288,,,,,,,,,,0.041,-0.195,-0.990,,,,,,
1,S,4019466,2052,0.480,0.800,1.760,0.057,-0.233,-0.943,,,,,,,,,,,,
1,A,7573979,996,,,,,,,0.099,-0.234,-0.991,,,,,,,,,
1,B,4022853,3288,,,,,,,,,,,,,,,,67.312,-89.938,9.875
1,S,4022853,3387,0.160,0.480,1.440,0.057,-0.232,-0.943,,,,,,,,,,,,
1,A,7576966,996,,,,,,,0.099,-0.234,-0.992,,,,,,,,,
1,B,4026240,2288,,,,,,,,,,,,,-0.112,0.000,0.112,,,
1,S,4026240,678,0.800,0.800,1.440,0.057,-0.232,-0.943,,,,,,,,,,,,
1,A,7578957,996,,,,,,,0.099,-0.233,-0.991,,,,,,,,,
1,B,4028272,3288,,,,,,,,,,,,,,,,66.438,-90.562,10.812
1,S,4028272,2032,0.800,1.440,1.760,0.056,-0.232,-0.943,,,,,,,,,,,,
1,A,7582940,996,,,,,,,0.098,-0.232,-0.992,,,,,,,,,
1,B,4031658,2293,,,,,,,,,,0.040,-0.192,-0.989,,,,,,
1,S,4031658,3386,0.800,2.080,2.720,0.055,-0.233,-0.943,,,,,,,,,,,,
1,A,7584931,996,,,,,,,0.100,-0.232,-0.993,,,,,,,,,
1,B,4033691,3288,,,,,,,,,,,,,0.000,-0.112,0.000,,,
1,S,4033691,2033,1.120,1.760,2.720,0.055,-0.233,-0.943,,,,,,,,,,,,
1,A,7587918,996,,,,,,,0.101,-0.233,-0.990,,,,,,,,,
1,B,4037077,3288,,,,,,,,,,0.039,-0.192,-0.991,,,,,,
1,S,4037077,3386,1.440,1.440,2.400,0.055,-0.233,-0.943,,,,,,,,,,,,
1,A,7590905,996,,,,,,,0.100,-0.232,-0.992,,,,,,,,,
1,B,4040464,2288,,,,,,,,,,,,,,,,67.625,-91.188,10.625
1,S,4040464,3387,1.120,1.760,2.720,0.055,-0.232,-0.943,,,,,,,,,,,,
1,A,7593891,995,,,,,,,0.104,-0.232,-0.992,,,,,,,,,
1,B,4042496,4288,,,,,,,,,,,,,0.000,-0.112,0.000,,,
1,S,4042496,2032,1.120,1.760,2.720,0.055,-0.231,-0.945,,,,,,,,,,,,
1,A,7597874,996,,,,,,,0.101,-0.233,-0.990,,,,,,,,,
1,B,4047238,2288,,,,,,,,,,0.039,-0.192,-0.990,,,,,,
1,S,4047238,4742,1.120,1.120,2.720,0.053,-0.230,-0.946,,,,,,,,,,,,
1,A,7599865,995,,,,,,,0.102,-0.232,-0.992,,,,,,,,,
1,B,4049270,2293,,,,,,,,,,,,,,,,66.562,-89.875,10.062
1,S,4049270,2032,1.120,1.440,2.720,0.053,-0.230,-0.946,,,,,,,,,,,,
1,A,7602852,996,,,,,,,0.102,-0.232,-0.993,,,,,,,,,
1,B,4051302,3288,,,,,,,,,,0.036,-0.194,-0.991,,,,,,
1,S,4051302,2032,0.800,1.440,2.400,0.053,-0.230,-0.945,,,,,,,,,,,,
1,A,7605839,996,,,,,,,0.104,-0.232,-0.996,,,,,,,,,
1,B,4054689,2288,,,,,,,,,,,,,0.000,-0.112,0.000,,,
1,S,4054689,3387,0.480,1.440,2.080,0.052,-0.230,-0.945,,,,,,,,,,,,
1,A,7607830,996,,,,,,,0.103,-0.234,-0.992,,,,,,,,,
1,B,4057398,3288,,,,,,,,,,,,,,,,67.438,-90.875,10.875
1,S,4057398,2709,1.120,1.440,2.400,0.051,-0.231,-0.946,,,,,,,,,,,,
1,A,7611813,996,,,,,,,0.102,-0.233,-0.995,,,,,,,,,
1,B,4060108,2288,,,,,,,,,,0.033,-0.193,-0.992,,,,,,
1,S,4060108,2710,1.440,1.120,2.720,0.051,-0.231,-0.946,,,,,,,,,,,,
1,A,7613804,996,,,,,,,0.103,-0.234,-0.995,,,,,,,,,
1,B,4062817,4288,,,,,,,,,,,,,0.000,0.000,-0.112,,,
1,S,4062817,2709,1.760,1.120,2.720,0.051,-0.231,-0.946,,,,,,,,,,,,
1,A,7617786,995,,,,,,,0.102,-0.233,-0.995,,,,,,,,,
1,B,4066882,3293,,,,,,,,,,,,,,,,65.875,-89.125,10.562
1,S,4066882,4065,1.440,2.080,2.720,0.052,-0.233,-0.947,,,,,,,,,,,,
1,A,7620773,996,,,,,,,0.102,-0.234,-0.997,,,,,,,,,
1,B,4070268,2288,,,,,,,,,,0.037,-0.194,-0.992,,,,,,
1,S,4070268,3386,0.800,2.080,2.400,0.053,-0.234,-0.949,,,,,,,,,,,,
1,A,7623760,996,,,,,,,0.103,-0.232,-0.998,,,,,,,,,
1,B,4072300,4288,,,,,,,,,,,,,0.112,0.000,-0.112,,,
1,S,4072300,2032,0.800,2.080,2.080,0.053,-0.234,-0.949,,,,,,,,,,,,
1,A,7627742,995,,,,,,,0.103,-0.234,-0.999,,,,,,,,,
1,B,4077042,2288,,,,,,,,,,,,,,,,67.812,-90.875,10.812
1,S,4077042,4742,1.120,1.440,1.760,0.053,-0.233,-0.950,,,,,,,,,,,,
1,A,7629734,996,,,,,,,0.101,-0.236,-0.998,,,,,,,,,
1,B,4079074,2288,,,,,,,,,,0.036,-0.195,-0.997,,,,,,
1,S,4079074,2032,0.480,1.440,1.760,0.053,-0.233,-0.950,,,,,,,,,,,,
1,A,7632720,995,,,,,,,0.101,-0.235,-0.998,,,,,,,,,
1,B,4081764,4288,,,,,,,,,,0.036,-0.195,-0.996,,,,,,
1,S,4081764,2690,0.480,1.760,1.760,0.052,-0.233,-0.950,,,,,,,,,,,,
1,A,7636703,996,,,,,,,0.098,-0.237,-0.994,,,,,,,,,
1,B,4085848,2293,,,,,,,,,,,,,0.112,0.000,0.000,,,
1,S,4085848,4084,0.480,1.760,1.760,0.052,-0.234,-0.951,,,,,,,,,,,,
1,A,7638694,996,,,,,,,0.099,-0.235,-0.996,,,,,,,,,
1,B,4087880,3288,,,,,,,,,,,,,,,,67.500,-89.750,9.312
1,S,4087880,2032,1.120,1.760,2.080,0.053,-0.234,-0.951,,,,,,,,,,,,
1,A,7642676,995,,,,,,,0.100,-0.234,-0.994,,,,,,,,,
1,B,4091267,2288,,,,,,,,,,0.036,-0.196,-0.995,,,,,,
1,S,4091267,3387,1.120,2.080,2.400,0.054,-0.233,-0.950,,,,,,,,,,,,
1,A,7644668,996,,,,,,,0.100,-0.235,-0.994,,,,,,,,,
1,B,4093299,4288,,,,,,,,,,,,,0.224,0.000,0.000,,,
1,S,4093299,2032,1.760,1.760,2.400,0.055,-0.233,-0.949,,,,,,,,,,,,
1,A,7648650,996,,,,,,,0.100,-0.236,-0.993,,,,,,,,,
1,B,4098040,3288,,,,,,,,,,,,,,,,67.375,-90.438,10.000
1,S,4098040,4741,1.760,1.120,2.400,0.055,-0.233,-0.947,,,,,,,,,,,,
1,A,7651637,996,,,,,,,0.099,-0.232,-0.992,,,,,,,,,
1,B,4101427,2288,,,,,,,,,,0.039,-0.193,-0.994,,,,,,
1,S,4101427,3387,1.120,0.480,1.760,0.054,-0.234,-0.946,,,,,,,,,,,,
1,A,7654624,996,,,,,,,0.101,-0.235,-0.990,,,,,,,,,
1,B,4103459,4293,,,,,,,,,,,,,0.112,0.000,0.000,,,
1,S,4103459,2032,0.480,0.480,1.440,0.053,-0.234,-0.945,,,,,,,,,,,,
1,A,7658606,996,,,,,,,0.104,-0.234,-0.990,,,,,,,,,
1,B,4107523,2288,,,,,,,,,,,,,,,,67.438,-90.312,9.688
1,S,4107523,4064,0.160,1.120,1.760,0.053,-0.233,-0.944,,,,,,,,,,,,
1,A,7660597,995,,,,,,,0.100,-0.236,-0.991,,,,,,,,,
1,B,4110233,2288,,,,,,,,,,0.039,-0.196,-0.991,,,,,,
1,S,4110233,2710,0.480,1.440,2.400,0.053,-0.233,-0.943,,,,,,,,,,,,
1,A,7663584,995,,,,,,,0.098,-0.235,-0.989,,,,,,,,,
1,B,4112265,4288,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,4112265,2032,1.120,1.760,2.720,0.054,-0.234,-0.942,,,,,,,,,,,,
1,A,7667567,996,,,,,,,0.099,-0.235,-0.989,,,,,,,,,
1,B,4116329,2288,,,,,,,,,,0.036,-0.197,-0.988,,,,,,
1,S,4116329,4064,1.440,1.440,3.360,0.054,-0.234,-0.941,,,,,,,,,,,,
1,A,7669558,996,,,,,,,0.098,-0.237,-0.990,,,,,,,,,
1,B,4119039,2288,,,,,,,,,,,,,,,,66.750,-89.562,10.188
1,S,4119039,2710,1.440,0.800,3.360,0.054,-0.234,-0.941,,,,,,,,,,,,
1,A,7672545,996,,,,,,,0.100,-0.235,-0.990,,,,,,,,,
1,B,4121071,2293,,,,,,,,,,0.039,-0.195,-0.986,,,,,,
1,S,4121071,2032,0.800,1.120,2.720,0.054,-0.236,-0.941,,,,,,,,,,,,
1,A,7674536,996,,,,,,,0.099,-0.236,-0.987,,,,,,,,,
1,B,4123780,4288,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,4123780,677,0.160,1.440,2.400,0.055,-0.236,-0.941,,,,,,,,,,,,
1,A,7678518,995,,,,,,,0.098,-0.237,-0.991,,,,,,,,,
1,B,4127844,3288,,,,,,,,,,,,,,,,67.438,-90.875,10.875
1,S,4127844,4064,0.160,1.120,2.080,0.056,-0.237,-0.942,,,,,,,,,,,,
1,A,7681505,995,,,,,,,0.099,-0.233,-0.988,,,,,,,,,
1,B,4131231,2288,,,,,,,,,,0.039,-0.199,-0.988,,,,,,
1,S,4131231,3387,-0.160,1.120,2.080,0.056,-0.237,-0.944,,,,,,,,,,,,
1,A,7684492,995,,,,,,,0.097,-0.236,-0.992,,,,,,,,,
1,B,4133263,4288,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,4133263,2032,0.160,1.120,1.760,0.057,-0.236,-0.944,,,,,,,,,,,,
1,A,7688475,996,,,,,,,0.097,-0.237,-0.989,,,,,,,,,
1,B,4137328,3288,,,,,,,,,,,,,,,,66.625,-88.250,10.625
1,S,4137328,4065,0.480,1.440,1.760,0.058,-0.235,-0.944,,,,,,,,,,,,
1,A,7691461,995,,,,,,,0.097,-0.237,-0.990,,,,,,,,,
1,B,4140714,2293,,,,,,,,,,0.042,-0.196,-0.987,,,,,,
1,S,4140714,3386,1.440,1.440,2.080,0.058,-0.235,-0.944,,,,,,,,,,,,
1,A,7694448,995,,,,,,,0.098,-0.235,-0.992,,,,,,,,,
1,B,4143424,4288,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,4143424,2710,0.800,1.440,2.080,0.058,-0.236,-0.945,,,,,,,,,,,,
1,A,7698431,996,,,,,,,0.095,-0.237,-0.993,,,,,,,,,
1,B,4147488,2288,,,,,,,,,,,,,,,,67.438,-91.938,10.688
1,S,4147488,4064,0.480,1.760,1.760,0.057,-0.236,-0.946,,,,,,,,,,,,
1,A,7700422,996,,,,,,,0.096,-0.236,-0.993,,,,,,,,,
1,B,4149520,2288,,,,,,,,,,0.042,-0.196,-0.987,,,,,,
1,S,4149520,2032,0.160,1.760,1.760,0.058,-0.235,-0.946,,,,,,,,,,,,
1,A,7703409,996,,,,,,,0.096,-0.236,-0.994,,,,,,,,,
1,B,4152230,4288,,,,,,,,,,,,,-0.112,0.000,0.000,,,
1,S,4152230,2710,0.160,2.080,2.080,0.059,-0.234,-0.945,,,,,,,,,,,,
1,A,7707391,996,,,,,,,0.099,-0.235,-0.995,,,,,,,,,
1,B,4156294,2288,,,,,,,,,,0.041,-0.197,-0.990,,,,,,
1,S,4156294,4064,0.160,1.760,2.080,0.059,-0.234,-0.945,,,,,,,,,,,,
1,A,7709382,995,,,,,,,0.096,-0.236,-0.994,,,,,,,,,
1,B,4158984,3292,,,,,,,,,,,,,,,,67.188,-90.062,10.250
1,S,4158984,2690,0.160,1.120,2.080,0.058,-0.235,-0.946,,,,,,,,,,,,
1,A,7713365,996,,,,,,,0.098,-0.236,-0.993,,,,,,,,,
1,B,4161713,4288,,,,,,,,,,,,,-0.112,0.000,0.000,,,
1,S,4161713,2729,0.480,0.480,1.760,0.057,-0.235,-0.946,,,,,,,,,,,,
1,A,7717347,995,,,,,,,0.099,-0.233,-0.996,,,,,,,,,
1,B,4166454,2288,,,,,,,,,,0.040,-0.197,-0.991,,,,,,
1,S,4166454,4741,0.480,1.440,1.760,0.057,-0.235,-0.945,,,,,,,,,,,,
1,A,7719338,995,,,,,,,0.097,-0.234,-0.995,,,,,,,,,
1,B,4168486,3288,,,,,,,,,,0.042,-0.197,-0.993,,,,,,
1,S,4168486,2032,0.480,1.760,1.760,0.057,-0.235,-0.945,,,,,,,,,,,,
1,A,7722325,995,,,,,,,0.099,-0.235,-0.995,,,,,,,,,
1,B,4171873,2288,,,,,,,,,,,,,,,,67.250,-90.562,10.375
1,S,4171873,3387,0.480,1.440,2.080,0.055,-0.235,-0.945,,,,,,,,,,,,
1,A,7725312,995,,,,,,,0.100,-0.234,-0.992,,,,,,,,,
1,B,4173905,4288,,,,,,,,,,,,,-0.112,0.000,0.000,,,
1,S,4173905,2032,0.800,0.800,2.080,0.055,-0.234,-0.945,,,,,,,,,,,,
1,A,7729295,996,,,,,,,0.101,-0.234,-0.993,,,,,,,,,
1,B,4178647,2288,,,,,,,,,,,,,,,,66.688,-88.750,10.000
1,S,4178647,4742,1.120,0.480,2.080,0.054,-0.235,-0.946,,,,,,,,,,,,
1,A,7731286,996,,,,,,,0.102,-0.233,-0.994,,,,,,,,,
1,B,4180679,2293,,,,,,,,,,0.038,-0.196,-0.991,,,,,,
1,S,4180679,2032,1.440,1.120,2.080,0.054,-0.234,-0.946,,,,,,,,,,,,
1,A,7734273,996,,,,,,,0.102,-0.233,-0.993,,,,,,,,,
1,B,4182711,3288,,,,,,,,,,0.039,-0.194,-0.991,,,,,,
1,S,4182711,2032,1.120,1.440,2.080,0.055,-0.234,-0.946,,,,,,,,,,,,
1,A,7737259,995,,,,,,,0.100,-0.233,-0.994,,,,,,,,,
1,B,4186098,2288,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,4186098,3387,0.800,1.760,2.400,0.056,-0.234,-0.946,,,,,,,,,,,,
1,A,7739251,996,,,,,,,0.101,-0.230,-0.993,,,,,,,,,
1,B,4188807,3288,,,,,,,,,,,,,,,,67.062,-89.750,10.438
1,S,4188807,2709,0.800,1.760,2.400,0.055,-0.234,-0.946,,,,,,,,,,,,
1,A,7743233,995,,,,,,,0.102,-0.230,-0.992,,,,,,,,,
1,B,4192175,3288,,,,,,,,,,0.037,-0.193,-0.988,,,,,,
1,S,4192175,3368,0.800,2.080,2.400,0.054,-0.233,-0.946,,,,,,,,,,,,
1,A,7746220,996,,,,,,,0.101,-0.233,-0.992,,,,,,,,,
1,B,4194904,2288,,,,,,,,,,,,,-0.112,-0.112,0.000,,,
1,S,4194904,2729,1.120,1.760,2.080,0.052,-0.232,-0.945,,,,,,,,,,,,
1,A,7748211,995,,,,,,,0.104,-0.232,-0.992,,,,,,,,,
1,B,4197613,3293,,,,,,,,,,,,,,,,68.500,-90.562,10.500
1,S,4197613,2709,0.800,0.800,2.080,0.050,-0.232,-0.945,,,,,,,,,,,,
1,A,7751198,996,,,,,,,0.104,-0.232,-0.991,,,,,,,,,
1,B,4201000,2288,,,,,,,,,,0.037,-0.193,-0.992,,,,,,
1,S,4201000,677,1.760,0.480,2.080,0.050,-0.232,-0.945,,,,,,,,,,,,
1,A,7754185,996,,,,,,,0.103,-0.229,-0.994,,,,,,,,,
1,B,4203032,4288,,,,,,,,,,,,,-0.112,-0.112,0.000,,,
1,S,4203032,2032,1.760,0.480,1.760,0.050,-0.232,-0.946,,,,,,,,,,,,
1,A,7758167,995,,,,,,,0.102,-0.232,-0.994,,,,,,,,,
1,B,4207096,3288,,,,,,,,,,,,,,,,66.375,-89.500,10.312
1,S,4207096,4064,1.760,0.480,2.080,0.051,-0.232,-0.947,,,,,,,,,,,,
1,A,7761154,996,,,,,,,0.103,-0.230,-0.993,,,,,,,,,
1,B,4210483,2288,,,,,,,,,,0.035,-0.192,-0.993,,,,,,
1,S,4210483,3387,1.440,1.120,2.400,0.052,-0.231,-0.947,,,,,,,,,,,,
1,A,7764141,996,,,,,,,0.102,-0.230,-0.995,,,,,,,,,
1,B,4213193,4288,,,,,,,,,,,,,0.000,-0.112,0.112,,,
1,S,4213193,2710,1.120,1.440,2.080,0.052,-0.230,-0.947,,,,,,,,,,,,
1,A,7768124,996,,,,,,,0.102,-0.231,-0.998,,,,,,,,,
1,B,4217257,2293,,,,,,,,,,,,,,,,66.500,-90.438,10.500
1,S,4217257,4064,0.800,0.800,1.440,0.052,-0.230,-0.946,,,,,,,,,,,,
1,A,7770115,996,,,,,,,0.101,-0.231,-0.995,,,,,,,,,
1,B,4219289,2288,,,,,,,,,,0.036,-0.192,-0.989,,,,,,
1,S,4219289,2032,-0.160,0.480,1.120,0.052,-0.230,-0.946,,,,,,,,,,,,
1,A,7773102,996,,,,,,,0.102,-0.233,-0.994,,,,,,,,,
1,B,4221998,3288,,,,,,,,,,0.034,-0.192,-0.995,,,,,,
1,S,4221998,2709,-0.160,0.480,1.440,0.053,-0.231,-0.946,,,,,,,,,,,,
1,A,7776089,996,,,,,,,0.103,-0.231,-0.996,,,,,,,,,
1,B,4224708,2288,,,,,,,,,,,,,0.000,-0.112,0.000,,,
1,S,4224708,2710,0.160,1.120,2.080,0.053,-0.231,-0.946,,,,,,,,,,,,
1,A,7778080,996,,,,,,,0.103,-0.233,-0.994,,,,,,,,,
1,B,4227417,3288,,,,,,,,,,,,,,,,67.062,-89.688,11.188
1,S,4227417,2709,0.800,1.120,2.080,0.054,-0.231,-0.947,,,,,,,,,,,,
1,A,7781067,996,,,,,,,0.099,-0.233,-0.995,,,,,,,,,
1,B,4230804,2288,,,,,,,,,,0.037,-0.192,-0.994,,,,,,
1,S,4230804,3387,1.120,0.800,1.440,0.054,-0.231,-0.947,,,,,,,,,,,,
1,A,7784054,996,,,,,,,0.101,-0.232,-0.993,,,,,,,,,
1,B,4232836,4293,,,,,,,,,,,,,0.000,0.000,0.112,,,
1,S,4232836,2032,0.480,0.800,1.440,0.053,-0.231,-0.947,,,,,,,,,,,,
1,A,7788036,995,,,,,,,0.100,-0.233,-0.994,,,,,,,,,
1,B,4236900,3288,,,,,,,,,,,,,,,,66.500,-89.938,11.125
1,S,4236900,4064,-0.160,0.800,2.080,0.054,-0.232,-0.948,,,,,,,,,,,,
1,A,7791023,995,,,,,,,0.100,-0.234,-0.996,,,,,,,,,
1,B,4240287,2288,,,,,,,,,,0.036,-0.195,-0.993,,,,,,
1,S,4240287,3387,0.160,0.800,2.080,0.054,-0.233,-0.948,,,,,,,,,,,,
1,A,7794010,995,,,,,,,0.100,-0.236,-0.997,,,,,,,,,
1,B,4242997,4288,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,4242997,2710,0.800,1.120,2.080,0.054,-0.234,-0.948,,,,,,,,,,,,
1,A,7797993,996,,,,,,,0.097,-0.235,-0.996,,,,,,,,,
1,B,4247061,3288,,,,,,,,,,,,,,,,67.938,-90.188,10.062
1,S,4247061,4064,0.800,1.440,2.080,0.054,-0.235,-0.946,,,,,,,,,,,,
1,A,7800980,996,,,,,,,0.099,-0.236,-0.993,,,,,,,,,
1,B,4250448,2288,,,,,,,,,,0.039,-0.197,-0.992,,,,,,
1,S,4250448,3387,0.800,1.440,1.760,0.055,-0.236,-0.946,,,,,,,,,,,,
1,A,7803967,996,,,,,,,0.098,-0.236,-0.994,,,,,,,,,
1,B,4252480,5293,,,,,,,,,,,,,0.000,0.112,0.112,,,
1,S,4252480,2032,0.480,1.440,1.760,0.056,-0.236,-0.947,,,,,,,,,,,,
1,A,7808945,996,,,,,,,0.098,-0.236,-0.992,,,,,,,,,
1,B,4257899,2288,,,,,,,,,,0.040,-0.197,-0.995,,,,,,
1,S,4257899,5419,0.800,1.760,2.080,0.058,-0.236,-0.946,,,,,,,,,,,,
1,A,7810936,995,,,,,,,0.099,-0.237,-0.991,,,,,,,,,
1,B,4259931,3288,,,,,,,,,,,,,,,,67.125,-89.625,10.125
1,S,4259931,2032,1.120,2.080,2.400,0.058,-0.235,-0.945,,,,,,,,,,,,
1,A,7813923,995,,,,,,,0.099,-0.238,-0.990,,,,,,,,,
1,B,4263318,3288,,,,,,,,,,0.040,-0.199,-0.987,,,,,,
1,S,4263318,3387,0.800,2.080,2.400,0.057,-0.235,-0.945,,,,,,,,,,,,
1,A,7817906,996,,,,,,,0.096,-0.238,-0.991,,,,,,,,,
1,B,4266704,2288,,,,,,,,,,,,,0.000,0.112,0.000,,,
1,S,4266704,3386,1.120,1.440,2.080,0.056,-0.235,-0.945,,,,,,,,,,,,
1,A,7819897,996,,,,,,,0.096,-0.236,-0.990,,,,,,,,,
1,B,4269395,3288,,,,,,,,,,,,,,,,67.062,-89.188,10.000
1,S,4269395,2691,1.120,0.800,2.080,0.055,-0.235,-0.944,,,,,,,,,,,,
1,A,7822884,996,,,,,,,0.098,-0.237,-0.988,,,,,,,,,
1,B,4272123,3293,,,,,,,,,,0.041,-0.198,-0.987,,,,,,
1,S,4272123,2728,1.120,0.480,2.080,0.056,-0.235,-0.942,,,,,,,,,,,,
1,A,7826866,995,,,,,,,0.096,-0.236,-0.988,,,,,,,,,
1,B,4275510,3288,,,,,,,,,,,,,0.000,0.112,0.000,,,
