Phase,ID,Time_uS,Delta_uS,SCH_Deg_s_X,SCH_Deg_s_Y,SCH_Deg_s_Z,SCH_m_s2_X,SCH_m_s2_Y,SCH_m_s2_Z,ADXL_m_s2_X,ADXL_m_s2_Y,ADXL_m_s2_Z,BNO_m_s2_X,BNO_m_s2_Y,BNO_m_s2_Z,BNO_Deg_s_X,BNO_Deg_s_Y,BNO_Deg_s_Z,BNO_Mag_X,BNO_Mag_Y,BNO_Mag_Z
2,A,20918580,1991,,,,,,,1.313,0.052,-9.832,,,,,,,,,
2,B,20919681,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,20919681,2032,1.760,2.400,2.400,0.168,0.107,-9.443,,,,,,,,,,,,
2,A,20923558,4978,,,,,,,1.283,0.070,-9.887,,,,,,,,,
2,B,20924422,4741,,,,,,,,,,-0.020,0.383,-9.988,,,,,,
2,S,20924422,4741,1.760,1.760,1.760,0.142,0.133,-9.408,,,,,,,,,,,,
2,A,20926545,2987,,,,,,,1.289,0.055,-9.927,,,,,,,,,
2,B,20927790,3368,,,,,,,,,,,,,,,,39.875,-95.500,16.062
2,S,20927790,3368,1.120,1.120,1.760,0.152,0.138,-9.408,,,,,,,,,,,,
2,A,20928537,1992,,,,,,,1.320,0.026,-9.936,,,,,,,,,
2,B,20929841,2051,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,20929841,2051,0.800,1.120,2.080,0.172,0.133,-9.428,,,,,,,,,,,,
2,A,20933515,4978,,,,,,,1.318,0.049,-9.958,,,,,,,,,
2,B,20933905,4064,,,,,,,,,,-0.039,0.410,-9.883,,,,,,
2,S,20933905,6096,0.480,1.120,2.720,0.177,0.102,-9.508,,,,,,,,,,,,
2,A,20935506,1991,,,,,,,1.300,0.030,-9.936,,,,,,,,,
2,B,20936615,2710,,,,,,,,,,,,,,,,40.062,-95.312,15.438
2,S,20936615,678,1.120,0.800,2.720,0.177,0.102,-9.518,,,,,,,,,,,,
2,A,20937498,1992,,,,,,,1.287,0.034,-9.968,,,,,,,,,
2,B,20938647,2032,,,,,,,,,,-0.008,0.395,-9.941,,,,,,
2,S,20938647,2032,1.440,0.800,3.040,0.177,0.102,-9.527,,,,,,,,,,,,
2,A,20941480,3982,,,,,,,1.249,0.031,-9.972,,,,,,,,,
2,B,20942033,3386,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,20942033,3386,1.760,0.480,2.400,0.188,0.113,-9.533,,,,,,,,,,,,
2,A,20943471,1991,,,,,,,1.254,0.037,-9.998,,,,,,,,,
2,B,20944065,2032,,,,,,,,,,-0.008,0.410,-10.016,,,,,,
2,S,20944065,2032,1.120,0.800,2.080,0.203,0.122,-9.537,,,,,,,,,,,,
2,A,20946458,2987,,,,,,,1.229,0.043,-10.046,,,,,,,,,
2,B,20947452,3387,,,,,,,,,,,,,,,,40.312,-98.125,16.375
2,S,20947452,3387,0.480,1.120,2.080,0.228,0.122,-9.557,,,,,,,,,,,,
2,A,20948450,1992,,,,,,,1.257,0.038,-10.079,,,,,,,,,
2,B,20949484,2032,,,,,,,,,,0.059,0.383,-10.004,,,,,,
2,S,20949484,2032,0.800,1.440,2.400,0.237,0.122,-9.572,,,,,,,,,,,,
2,A,20952432,3982,,,,,,,1.220,0.028,-9.997,,,,,,,,,
2,B,20952871,3387,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,20952871,3387,1.120,1.440,2.080,0.253,0.113,-9.592,,,,,,,,,,,,
2,A,20954423,1991,,,,,,,1.254,0.026,-9.942,,,,,,,,,
2,B,20955580,2709,,,,,,,,,,,,,,,,39.438,-95.062,16.062
2,S,20955580,2709,1.760,1.440,2.080,0.253,0.102,-9.578,,,,,,,,,,,,
2,A,20957410,2987,,,,,,,1.276,0.020,-9.898,,,,,,,,,
2,B,20958948,3368,,,,,,,,,,0.059,0.402,-10.062,,,,,,
2,S,20958948,3368,2.080,1.760,2.080,0.247,0.098,-9.533,,,,,,,,,,,,
2,A,20961393,3983,,,,,,,1.267,0.010,-9.817,,,,,,,,,
2,B,20961677,2729,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,20961677,2729,2.080,2.080,2.080,0.237,0.102,-9.477,,,,,,,,,,,,
2,A,20965375,3982,,,,,,,1.283,0.018,-9.809,,,,,,,,,
2,B,20966418,4741,,,,,,,,,,0.008,0.355,-9.906,,,,,,
2,S,20966418,4741,2.080,2.400,1.760,0.223,0.102,-9.412,,,,,,,,,,,,
2,A,20968362,2987,,,,,,,1.284,0.008,-9.812,,,,,,,,,
2,B,20969805,3387,,,,,,,,,,,,,,,,41.062,-96.625,15.250
2,S,20969805,3387,2.080,1.760,1.760,0.223,0.087,-9.383,,,,,,,,,,,,
2,A,20971349,2987,,,,,,,1.256,0.005,-9.800,,,,,,,,,
2,B,20971837,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,20971837,2032,1.760,1.440,2.080,0.217,0.083,-9.373,,,,,,,,,,,,
2,A,20974336,2987,,,,,,,1.259,-0.004,-9.798,,,,,,,,,
2,B,20975224,3387,,,,,,,,,,0.008,0.402,-9.879,,,,,,
2,S,20975224,3387,1.120,1.120,2.720,0.207,0.087,-9.363,,,,,,,,,,,,
2,A,20977323,2987,,,,,,,1.252,0.003,-9.783,,,,,,,,,
2,B,20978610,3386,,,,,,,,,,,,,,,,39.625,-96.375,16.375
2,S,20978610,3386,0.480,1.440,2.720,0.212,0.087,-9.357,,,,,,,,,,,,
2,A,20979314,1991,,,,,,,1.271,-0.023,-9.791,,,,,,,,,
2,B,20980642,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,20980642,2032,0.480,1.120,2.400,0.207,0.077,-9.352,,,,,,,,,,,,
2,A,20984292,4978,,,,,,,1.241,-0.027,-9.884,,,,,,,,,
2,B,20984707,4065,,,,,,,,,,0.008,0.363,-9.844,,,,,,
2,S,20984707,4065,0.480,0.800,2.400,0.212,0.058,-9.357,,,,,,,,,,,,
2,A,20986284,1992,,,,,,,1.239,-0.044,-9.902,,,,,,,,,
2,B,20987416,2709,,,,,,,,,,0.047,0.336,-9.879,,,,,,
2,S,20987416,2709,0.800,1.120,2.720,0.233,0.048,-9.383,,,,,,,,,,,,
2,A,20989271,2987,,,,,,,1.226,-0.041,-9.944,,,,,,,,,
2,B,20990803,3387,,,,,,,,,,,,,,,,40.250,-96.688,15.750
2,S,20990803,3387,1.120,1.440,2.720,0.258,0.028,-9.443,,,,,,,,,,,,
2,A,20992258,2987,,,,,,,1.209,-0.034,-9.977,,,,,,,,,
2,B,20992835,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,20992835,2032,0.800,1.440,2.400,0.263,0.013,-9.482,,,,,,,,,,,,
2,A,20995245,2987,,,,,,,1.213,-0.045,-9.989,,,,,,,,,
2,B,20996222,3387,,,,,,,,,,0.059,0.316,-10.004,,,,,,
2,S,20996222,3387,0.480,1.120,1.760,0.268,0.007,-9.523,,,,,,,,,,,,
2,A,20998232,2987,,,,,,,1.212,-0.052,-10.020,,,,,,,,,
2,B,20999608,3386,,,,,,,,,,,,,,,,40.250,-96.188,16.312
2,S,20999608,3386,0.160,1.440,1.760,0.278,0.018,-9.537,,,,,,,,,,,,
2,A,21001218,2986,,,,,,,1.232,-0.059,-10.002,,,,,,,,,
2,B,21001640,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,21001640,2032,0.800,1.440,2.080,0.287,0.022,-9.547,,,,,,,,,,,,
2,A,21004205,2987,,,,,,,1.232,-0.077,-9.978,,,,,,,,,
2,B,21005027,3387,,,,,,,,,,0.105,0.277,-10.000,,,,,,
2,S,21005027,3387,1.120,1.120,2.720,0.287,0.022,-9.553,,,,,,,,,,,,
2,A,21007192,2987,,,,,,,1.258,-0.079,-9.923,,,,,,,,,
2,B,21008414,3387,,,,,,,,,,,,,,,,40.562,-95.188,15.000
2,S,21008414,3387,1.120,0.800,2.720,0.268,0.013,-9.553,,,,,,,,,,,,
2,A,21009184,1992,,,,,,,1.265,-0.061,-9.919,,,,,,,,,
2,B,21010446,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,21010446,2032,1.440,1.120,2.720,0.253,0.013,-9.537,,,,,,,,,,,,
2,A,21014162,4978,,,,,,,1.272,-0.054,-9.851,,,,,,,,,
2,B,21014510,4064,,,,,,,,,,0.078,0.277,-10.023,,,,,,
2,S,21014510,4064,1.120,2.080,2.080,0.233,0.022,-9.477,,,,,,,,,,,,
2,A,21016153,1991,,,,,,,1.248,-0.044,-9.815,,,,,,,,,
2,B,21017219,2709,,,,,,,,,,0.000,0.297,-9.898,,,,,,
2,S,21017219,2709,0.800,2.720,2.080,0.228,0.022,-9.432,,,,,,,,,,,,
2,A,21019140,2987,,,,,,,1.284,-0.044,-9.788,,,,,,,,,
2,B,21020606,3387,,,,,,,,,,,,,,,,39.688,-95.812,15.875
2,S,21020606,3387,1.440,2.400,2.080,0.212,0.022,-9.377,,,,,,,,,,,,
2,A,21022127,2987,,,,,,,1.322,-0.048,-9.776,,,,,,,,,
2,B,21022638,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,21022638,2032,1.120,1.440,2.400,0.198,0.022,-9.352,,,,,,,,,,,,
2,A,21025115,2988,,,,,,,1.319,-0.040,-9.782,,,,,,,,,
2,B,21026025,3387,,,,,,,,,,,,,,,,41.375,-96.250,15.062
2,S,21026025,3387,0.800,0.160,2.080,0.177,0.022,-9.338,,,,,,,,,,,,
2,A,21028101,2986,,,,,,,1.334,-0.066,-9.748,,,,,,,,,
2,B,21029412,3387,,,,,,,,,,-0.020,0.305,-9.840,,,,,,
2,S,21029412,6096,0.800,0.800,1.760,0.147,0.028,-9.342,,,,,,,,,,,,
2,A,21032084,3983,,,,,,,1.300,-0.026,-9.799,,,,,,,,,
2,B,21032799,3387,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,21032799,678,0.160,1.440,1.760,0.147,0.033,-9.342,,,,,,,,,,,,
2,A,21035071,2987,,,,,,,1.298,-0.041,-9.865,,,,,,,,,
2,B,21035508,2709,,,,,,,,,,-0.027,0.324,-9.852,,,,,,
2,S,21035508,2709,-0.160,1.440,2.080,0.147,0.037,-9.352,,,,,,,,,,,,
2,A,21038058,2987,,,,,,,1.275,-0.034,-9.911,,,,,,,,,
2,B,21038895,3387,,,,,,,,,,,,,,,,39.062,-97.625,16.875
2,S,21038895,3387,-0.160,1.120,2.720,0.172,0.043,-9.387,,,,,,,,,,,,
2,A,21040050,1992,,,,,,,1.284,-0.023,-9.931,,,,,,,,,
2,B,21041604,2709,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,21041604,2709,0.800,0.800,2.400,0.198,0.052,-9.438,,,,,,,,,,,,
2,A,21044032,3982,,,,,,,1.274,-0.017,-10.027,,,,,,,,,
2,B,21044991,3387,,,,,,,,,,-0.020,0.316,-9.922,,,,,,
2,S,21044991,3387,1.120,0.160,1.760,0.207,0.058,-9.502,,,,,,,,,,,,
2,A,21047019,2987,,,,,,,1.284,-0.022,-10.025,,,,,,,,,
2,B,21047700,2709,,,,,,,,,,,,,,,,40.812,-96.500,15.000
2,S,21047700,2709,0.800,0.160,2.080,0.212,0.058,-9.543,,,,,,,,,,,,
2,A,21049011,1992,,,,,,,1.283,-0.001,-10.014,,,,,,,,,
2,B,21050410,2710,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,21050410,2710,0.480,0.800,2.720,0.217,0.062,-9.562,,,,,,,,,,,,
2,A,21053989,4978,,,,,,,1.282,0.032,-10.001,,,,,,,,,
2,B,21054474,4064,,,,,,,,,,0.020,0.344,-10.016,,,,,,
2,S,21054474,4064,0.160,1.760,2.720,0.223,0.072,-9.562,,,,,,,,,,,,
2,A,21055980,1991,,,,,,,1.264,0.024,-10.018,,,,,,,,,
2,B,21056506,2032,,,,,,,,,,0.020,0.355,-10.031,,,,,,
2,S,21056506,2032,0.480,1.760,2.400,0.223,0.077,-9.553,,,,,,,,,,,,
2,A,21058967,2987,,,,,,,1.277,0.030,-9.995,,,,,,,,,
2,B,21059893,3387,,,,,,,,,,,,,,,,40.438,-96.938,16.250
2,S,21059893,3387,0.800,1.440,1.760,0.228,0.092,-9.543,,,,,,,,,,,,
2,A,21061954,2987,,,,,,,1.290,0.049,-9.972,,,,,,,,,
2,B,21062602,2709,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,21062602,2709,1.120,1.120,1.760,0.233,0.102,-9.543,,,,,,,,,,,,
2,A,21064941,2987,,,,,,,1.286,0.057,-9.912,,,,,,,,,
2,B,21065989,3387,,,,,,,,,,0.027,0.375,-10.027,,,,,,
2,S,21065989,3387,0.800,1.440,2.080,0.217,0.117,-9.537,,,,,,,,,,,,
2,A,21067928,2987,,,,,,,1.293,0.069,-9.884,,,,,,,,,
2,B,21068698,2709,,,,,,,,,,,,,,,,40.375,-94.938,15.938
2,S,21068698,2709,0.800,1.760,1.760,0.193,0.128,-9.512,,,,,,,,,,,,
2,A,21069920,1992,,,,,,,1.280,0.059,-9.841,,,,,,,,,
2,B,21071408,2710,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,21071408,2710,0.800,1.760,1.760,0.182,0.138,-9.477,,,,,,,,,,,,
2,A,21073902,3982,,,,,,,1.280,0.093,-9.835,,,,,,,,,
2,B,21074794,3386,,,,,,,,,,-0.020,0.410,-9.930,,,,,,
2,S,21074794,3386,0.480,1.760,1.760,0.188,0.142,-9.428,,,,,,,,,,,,
2,A,21076889,2987,,,,,,,1.292,0.080,-9.858,,,,,,,,,
2,B,21077504,2710,,,,,,,,,,,,,,,,40.125,-96.312,15.938
2,S,21077504,2710,0.480,2.080,2.080,0.188,0.147,-9.398,,,,,,,,,,,,
2,A,21078881,1992,,,,,,,1.290,0.080,-9.867,,,,,,,,,
2,B,21080213,2709,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,21080213,2709,0.800,2.080,2.720,0.188,0.158,-9.398,,,,,,,,,,,,
2,A,21083859,4978,,,,,,,1.261,0.082,-9.888,,,,,,,,,
2,B,21084277,4064,,,,,,,,,,-0.008,0.430,-9.902,,,,,,
2,S,21084277,4064,0.800,2.080,2.400,0.188,0.163,-9.428,,,,,,,,,,,,
2,A,21085850,1991,,,,,,,1.252,0.071,-9.903,,,,,,,,,
2,B,21086987,2710,,,,,,,,,,0.000,0.422,-9.961,,,,,,
2,S,21086987,2710,0.800,2.400,1.760,0.198,0.152,-9.453,,,,,,,,,,,,
2,A,21088837,2987,,,,,,,1.230,0.073,-9.932,,,,,,,,,
2,B,21089696,2709,,,,,,,,,,,,,,,,38.812,-96.812,16.938
2,S,21089696,2709,0.800,2.400,2.080,0.207,0.147,-9.463,,,,,,,,,,,,
2,A,21091824,2987,,,,,,,1.198,0.046,-9.988,,,,,,,,,
2,B,21092406,2710,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,21092406,2710,0.800,1.760,2.400,0.228,0.142,-9.477,,,,,,,,,,,,
2,A,21094811,2987,,,,,,,1.193,0.048,-10.031,,,,,,,,,
2,B,21095792,3386,,,,,,,,,,,,,,,,40.062,-95.875,15.812
2,S,21095792,3386,0.800,1.440,2.400,0.268,0.128,-9.508,,,,,,,,,,,,
2,A,21097798,2987,,,,,,,1.194,0.040,-10.041,,,,,,,,,
2,B,21098502,2710,,,,,,,,,,0.066,0.402,-9.965,,,,,,
2,S,21098502,2710,0.480,1.440,2.400,0.287,0.117,-9.543,,,,,,,,,,,,
2,A,21100785,2987,,,,,,,1.193,0.035,-10.034,,,,,,,,,
2,B,21101889,3387,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,21101889,3387,1.120,1.760,2.720,0.287,0.102,-9.582,,,,,,,,,,,,
2,A,21104768,3983,,,,,,,1.201,0.028,-9.995,,,,,,,,,
2,B,21105275,3386,,,,,,,,,,0.098,0.375,-10.055,,,,,,
2,S,21105275,3386,1.760,1.760,2.720,0.282,0.098,-9.578,,,,,,,,,,,,
2,A,21107755,2987,,,,,,,1.184,0.030,-9.956,,,,,,,,,
2,B,21108662,3387,,,,,,,,,,,,,,,,40.188,-96.750,16.000
2,S,21108662,3387,1.760,1.760,2.400,0.297,0.092,-9.537,,,,,,,,,,,,
2,A,21109746,1991,,,,,,,1.194,0.021,-9.903,,,,,,,,,
2,B,21110694,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,21110694,2032,1.440,1.760,2.080,0.297,0.092,-9.502,,,,,,,,,,,,
2,A,21114725,4979,,,,,,,1.254,0.021,-9.838,,,,,,,,,
2,B,21115436,4742,,,,,,,,,,0.098,0.375,-9.980,,,,,,
2,S,21115436,4742,1.120,1.440,1.440,0.292,0.092,-9.447,,,,,,,,,,,,
2,A,21116716,1991,,,,,,,1.248,0.025,-9.810,,,,,,,,,
2,B,21117468,2032,,,,,,,,,,,,,,,,40.750,-97.562,16.625
2,S,21117468,2032,1.120,1.440,1.440,0.278,0.087,-9.428,,,,,,,,,,,,
2,A,21119703,2987,,,,,,,1.281,0.007,-9.776,,,,,,,,,
2,B,21120854,3386,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,21120854,3386,1.120,1.440,1.760,0.247,0.092,-9.398,,,,,,,,,,,,
2,A,21124682,4979,,,,,,,1.258,0.015,-9.727,,,,,,,,,
2,B,21124919,4065,,,,,,,,,,0.059,0.375,-9.902,,,,,,
2,S,21124919,4065,1.440,1.440,1.760,0.212,0.098,-9.352,,,,,,,,,,,,
2,A,21126673,1991,,,,,,,1.268,-0.011,-9.705,,,,,,,,,
2,B,21127628,2709,,,,,,,,,,0.000,0.383,-9.812,,,,,,
2,S,21127628,2709,1.440,2.080,2.400,0.198,0.092,-9.328,,,,,,,,,,,,
2,A,21129660,2987,,,,,,,1.285,0.010,-9.771,,,,,,,,,
2,B,21131015,3387,,,,,,,,,,,,,,,,40.625,-95.750,14.375
2,S,21131015,3387,1.120,2.080,3.040,0.193,0.087,-9.312,,,,,,,,,,,,
2,A,21131651,1991,,,,,,,1.282,0.011,-9.800,,,,,,,,,
2,B,21133047,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,21133047,2032,1.440,1.760,2.720,0.198,0.083,-9.318,,,,,,,,,,,,
2,A,21135634,3983,,,,,,,1.301,0.010,-9.882,,,,,,,,,
2,B,21136434,3387,,,,,,,,,,0.000,0.363,-9.801,,,,,,
2,S,21136434,3387,1.760,0.480,1.760,0.198,0.072,-9.357,,,,,,,,,,,,
2,A,21138621,2987,,,,,,,1.283,-0.008,-9.920,,,,,,,,,
2,B,21139820,3386,,,,,,,,,,,,,,,,40.312,-95.062,15.500
2,S,21139820,3386,1.760,0.160,1.440,0.188,0.072,-9.412,,,,,,,,,,,,
2,A,21140613,1992,,,,,,,1.268,-0.016,-9.935,,,,,,,,,
2,B,21141852,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,21141852,2032,0.800,0.480,1.760,0.177,0.072,-9.447,,,,,,,,,,,,
2,A,21144595,3982,,,,,,,1.278,-0.021,-9.981,,,,,,,,,
2,B,21145239,3387,,,,,,,,,,-0.020,0.324,-9.938,,,,,,
2,S,21145239,3387,0.480,0.800,2.720,0.172,0.068,-9.492,,,,,,,,,,,,
2,A,21147582,2987,,,,,,,1.271,-0.027,-10.029,,,,,,,,,
2,B,21148626,3387,,,,,,,,,,,,,,,,40.500,-97.438,16.375
2,S,21148626,3387,0.160,0.800,3.040,0.182,0.058,-9.527,,,,,,,,,,,,
2,A,21149574,1992,,,,,,,1.283,-0.028,-10.030,,,,,,,,,
2,B,21150658,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,21150658,2032,-0.160,0.480,2.720,0.193,0.052,-9.547,,,,,,,,,,,,
2,A,21154552,4978,,,,,,,1.274,-0.032,-10.072,,,,,,,,,
2,B,21154722,4064,,,,,,,,,,0.020,0.344,-10.055,,,,,,
2,S,21154722,4064,-0.160,0.160,2.080,0.223,0.052,-9.592,,,,,,,,,,,,
2,A,21156544,1992,,,,,,,1.272,-0.025,-10.060,,,,,,,,,
2,B,21157431,2709,,,,,,,,,,0.039,0.336,-10.066,,,,,,
2,S,21157431,2709,0.160,0.160,1.760,0.233,0.058,-9.613,,,,,,,,,,,,
2,A,21159531,2987,,,,,,,1.297,0.000,-10.044,,,,,,,,,
2,B,21160818,3387,,,,,,,,,,,,,,,,40.500,-94.812,14.875
2,S,21160818,3387,0.160,0.800,1.440,0.217,0.058,-9.617,,,,,,,,,,,,
2,A,21161522,1991,,,,,,,1.321,0.002,-10.011,,,,,,,,,
2,B,21162850,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,21162850,2032,0.160,1.440,1.440,0.203,0.058,-9.602,,,,,,,,,,,,
2,A,21165505,3983,,,,,,,1.307,-0.005,-9.921,,,,,,,,,
2,B,21166237,3387,,,,,,,,,,,,,,,,40.000,-96.438,16.250
2,S,21166237,3387,0.800,1.760,1.760,0.193,0.072,-9.543,,,,,,,,,,,,
2,A,21168492,2987,,,,,,,1.305,-0.005,-9.910,,,,,,,,,
2,B,21169624,3387,,,,,,,,,,0.008,0.336,-10.051,,,,,,
2,S,21169624,3387,1.760,1.440,1.760,0.177,0.087,-9.488,,,,,,,,,,,,
2,A,21171479,2987,,,,,,,1.322,0.005,-9.863,,,,,,,,,
2,B,21173011,3387,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,21173011,3387,1.440,0.800,2.080,0.163,0.083,-9.453,,,,,,,,,,,,
2,A,21175461,3982,,,,,,,1.326,0.025,-9.850,,,,,,,,,
2,B,21175720,2709,,,,,,,,,,-0.008,0.344,-9.938,,,,,,
2,S,21175720,2709,1.120,1.120,2.720,0.158,0.077,-9.428,,,,,,,,,,,,
2,A,21178449,2988,,,,,,,1.323,-0.005,-9.804,,,,,,,,,
2,B,21179107,3387,,,,,,,,,,,,,,,,40.875,-97.938,16.438
2,S,21179107,3387,1.120,1.760,2.400,0.152,0.077,-9.402,,,,,,,,,,,,
2,A,21180440,1991,,,,,,,1.301,0.002,-9.793,,,,,,,,,
2,B,21181816,2709,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,21181816,2709,1.440,1.760,2.080,0.152,0.083,-9.393,,,,,,,,,,,,
2,A,21184423,3983,,,,,,,1.308,-0.004,-9.854,,,,,,,,,
2,B,21185184,3368,,,,,,,,,,-0.059,0.355,-9.887,,,,,,
2,S,21185184,3368,1.440,1.120,2.080,0.147,0.087,-9.383,,,,,,,,,,,,
2,A,21187410,2987,,,,,,,1.271,0.011,-9.852,,,,,,,,,
2,B,21187912,2728,,,,,,,,,,,,,,,,39.500,-95.500,16.125
2,S,21187912,2728,1.120,1.120,2.400,0.152,0.087,-9.387,,,,,,,,,,,,
2,A,21189401,1991,,,,,,,1.265,-0.011,-9.900,,,,,,,,,
2,B,21190622,2710,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,21190622,2710,0.800,0.800,2.400,0.172,0.087,-9.398,,,,,,,,,,,,
2,A,21193384,4979,,,,,,,1.233,0.011,-9.939,,,,,,,,,
2,B,21194686,4064,,,,,,,,,,-0.047,0.363,-9.875,,,,,,
2,S,21194686,4064,0.800,0.480,2.080,0.212,0.072,-9.443,,,,,,,,,,,,
2,A,21196371,1991,,,,,,,1.250,-0.011,-9.973,,,,,,,,,
2,B,21196718,2032,,,,,,,,,,0.008,0.355,-9.938,,,,,,
2,S,21196718,2032,0.800,0.800,1.760,0.223,0.068,-9.473,,,,,,,,,,,,
2,A,21199358,2987,,,,,,,1.231,-0.003,-9.976,,,,,,,,,
2,B,21200105,3387,,,,,,,,,,,,,,,,40.062,-95.875,15.812
2,S,21200105,3387,0.800,0.800,2.080,0.237,0.068,-9.518,,,,,,,,,,,,
2,A,21201349,1991,,,,,,,1.241,-0.008,-9.984,,,,,,,,,
2,B,21202814,2709,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,21202814,2709,0.800,0.800,2.400,0.247,0.072,-9.533,,,,,,,,,,,,
2,A,21205332,3983,,,,,,,1.205,0.007,-10.008,,,,,,,,,
2,B,21206182,3368,,,,,,,,,,0.059,0.355,-10.008,,,,,,
2,S,21206182,3368,0.800,1.120,2.080,0.263,0.072,-9.527,,,,,,,,,,,,
2,A,21208319,2987,,,,,,,1.213,-0.003,-9.984,,,,,,,,,
2,B,21208910,2728,,,,,,,,,,,,,,,,40.812,-98.062,16.000
2,S,21208910,2728,0.800,1.440,1.760,0.278,0.068,-9.527,,,,,,,,,,,,
2,A,21210310,1991,,,,,,,1.229,-0.002,-9.968,,,,,,,,,
2,B,21211620,2710,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,21211620,2710,0.800,1.760,1.760,0.287,0.068,-9.537,,,,,,,,,,,,
2,A,21215289,4979,,,,,,,1.244,0.014,-9.857,,,,,,,,,
2,B,21215684,4064,,,,,,,,,,0.078,0.355,-10.008,,,,,,
2,S,21215684,4064,1.120,1.760,2.080,0.282,0.087,-9.518,,,,,,,,,,,,
2,A,21218276,2987,,,,,,,1.215,0.005,-9.835,,,,,,,,,
2,B,21219071,3387,,,,,,,,,,,,,,,,40.125,-96.312,15.938
2,S,21219071,3387,0.800,1.440,1.760,0.273,0.092,-9.473,,,,,,,,,,,,
2,A,21220267,1991,,,,,,,1.229,0.018,-9.810,,,,,,,,,
2,B,21221103,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,21221103,2032,0.160,1.440,1.760,0.263,0.092,-9.443,,,,,,,,,,,,
2,A,21223254,3983,,,,,,,1.242,0.010,-9.941,,,,,,,,,
2,B,21224489,3386,,,,,,,,,,0.059,0.363,-9.941,,,,,,
2,S,21224489,3386,0.160,1.440,2.080,0.242,0.087,-9.393,,,,,,,,,,,,
2,A,21227237,2987,,,,,,,1.261,0.002,-9.783,,,,,,,,,
2,B,21227876,3387,,,,,,,,,,,,,,,,39.812,-95.625,16.312
2,S,21227876,3387,0.800,1.120,2.080,0.223,0.092,-9.352,,,,,,,,,,,,
2,A,21229228,1991,,,,,,,1.259,0.005,-9.787,,,,,,,,,
2,B,21229908,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,21229908,2032,1.760,0.800,2.080,0.217,0.098,-9.348,,,,,,,,,,,,
2,A,21233211,3983,,,,,,,1.254,-0.019,-9.809,,,,,,,,,
2,B,21234650,4742,,,,,,,,,,0.020,0.363,-9.836,,,,,,
2,S,21234650,4742,2.080,0.800,1.440,0.212,0.098,-9.367,,,,,,,,,,,,
2,A,21237193,3982,,,,,,,1.261,-0.011,-9.826,,,,,,,,,
2,B,21238036,3386,,,,,,,,,,,,,,,,40.188,-96.750,16.000
2,S,21238036,3386,1.440,1.120,1.760,0.223,0.083,-9.377,,,,,,,,,,,,
2,A,21239185,1992,,,,,,,1.254,-0.006,-9.834,,,,,,,,,
2,B,21240069,2033,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,21240069,2033,1.120,1.440,2.400,0.217,0.072,-9.377,,,,,,,,,,,,
2,A,21243167,3982,,,,,,,1.235,-0.011,-9.923,,,,,,,,,
2,B,21244133,4064,,,,,,,,,,-0.008,0.375,-9.848,,,,,,
2,S,21244133,4064,1.120,1.760,2.720,0.217,0.068,-9.402,,,,,,,,,,,,
2,A,21247150,3983,,,,,,,1.253,-0.036,-9.979,,,,,,,,,
2,B,21247519,3386,,,,,,,,,,,,,,,,40.312,-95.000,16.250
2,S,21247519,3386,1.120,2.080,2.080,0.233,0.068,-9.453,,,,,,,,,,,,
2,A,21249142,1992,,,,,,,1.241,-0.002,-10.017,,,,,,,,,
2,B,21249551,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
